N,P,K,temperature,humidity,pH,rainfall,label
88,44,37,29.11813525,74.02806,6.441123,29.11814,rice
90,41,30,26.70871825,64.97539,6.449719,26.70872,rice
82,35,54,32.39996331,72.65703,5.757674,32.39996,rice
90,34,52,28.55227551,77.85549,6.417956,28.55228,rice
89,44,51,27.69353249,67.75633,5.526588,27.69353,rice
96,37,55,25.38370103,77.5679,6.055836,25.3837,rice
85,36,50,32.35662904,71.43859,5.966635,32.35663,rice
96,32,55,26.59770481,73.14609,6.48198,26.5977,rice
77,45,44,25.06948893,66.80699,5.686999,25.06949,rice
87,38,55,25.50952628,75.70836,6.482773,25.50953,rice
92,39,43,29.25430597,67.13061,6.338209,29.25431,rice
82,34,53,30.35232271,77.72799,5.908922,30.35232,rice
89,45,43,27.34042472,76.07503,6.477308,27.34042,rice
77,37,40,29.25341511,67.11374,5.575575,29.25342,rice
90,37,42,30.38141888,68.30344,6.276016,30.38142,rice
94,35,55,30.31750119,64.75068,5.771703,30.3175,rice
77,36,36,28.83935736,70.3329,6.448692,28.83936,rice
69,42,49,32.03437046,76.48514,6.13988,32.03437,rice
85,46,39,30.63430124,65.94402,5.660455,30.6343,rice
86,34,42,30.81935985,67.35765,6.462899,30.81936,rice
62,42,34,25.63243887,70.79665,5.547885,25.63244,rice
69,35,49,34.5836033,77.06641,5.904902,34.5836,rice
87,31,46,31.6429088,73.2388,6.306625,31.64291,rice
75,38,35,30.87250225,65.59347,6.456829,30.8725,rice
85,46,60,26.79939175,69.41762,6.100442,26.79939,rice
92,33,55,31.25767461,77.68687,5.586113,31.25767,rice
90,36,55,31.65733773,65.17849,5.560639,31.65734,rice
90,45,57,28.92156852,63.68525,5.518505,28.92157,rice
79,46,45,33.44924178,67.18971,6.070113,33.44924,rice
84,40,32,31.94863618,75.28139,6.173332,31.94864,rice
97,33,48,32.47953639,66.30645,6.264938,32.47954,rice
82,41,51,34.10413064,75.2223,6.229811,34.10413,rice
69,38,46,25.03663985,64.37171,5.770417,25.03664,rice
66,38,55,25.90445541,63.68479,5.86177,25.90446,rice
69,36,32,31.61917009,74.88227,5.991527,31.61917,rice
88,38,61,21.27958133,51.64736,5.774803,21.27958,wheat
73,35,38,19.01871583,53.63305,6.242905,19.01872,wheat
70,45,55,21.32633075,55.11617,5.620649,21.32633,wheat
79,38,32,18.58330963,57.08864,7.255466,18.58331,wheat
86,37,55,23.56695287,55.92135,6.860983,23.56695,wheat
87,40,37,21.59736745,56.21773,8.393579,21.59737,wheat
72,41,27,16.92628256,57.93835,6.671999,16.92628,wheat
73,38,34,18.06087967,51.34779,8.037185,18.06088,wheat
71,42,29,21.34938542,53.74257,7.403781,21.34939,wheat
79,42,72,18.55867249,50.69967,7.766095,18.55867,wheat
80,38,57,22.14461714,51.04428,8.014474,22.14462,wheat
72,39,52,22.87805782,57.40534,7.820384,22.87806,wheat
77,40,62,19.92713578,51.21745,8.485906,19.92714,wheat
88,40,44,22.61416804,57.09682,8.358545,22.61417,wheat
79,44,51,16.8944175,59.2579,7.318607,16.89442,wheat
77,45,59,19.60422012,56.32581,8.470044,19.60422,wheat
87,39,55,19.14338975,57.45774,7.95771,19.14339,wheat
77,38,75,19.28664389,56.80049,8.160498,19.28664,wheat
87,35,46,24.16041894,57.81,6.783708,24.16042,wheat
87,44,40,24.99712999,51.72437,6.23108,24.99713,wheat
84,36,37,15.67618796,57.99695,6.141063,15.67619,wheat
83,44,42,18.08989489,53.18465,5.913973,18.08989,wheat
75,35,50,18.55502592,59.58731,8.181031,18.55503,wheat
84,36,20,23.69555119,50.6656,5.883577,23.69555,wheat
81,41,37,17.52768343,54.80222,6.774985,17.52768,wheat
77,38,72,24.51395409,55.07592,5.858551,24.51395,wheat
71,38,22,20.92596924,59.93525,6.229665,20.92597,wheat
87,40,56,24.97591625,56.18399,6.883912,24.97592,wheat
76,41,32,24.8657141,52.47219,6.211844,24.86571,wheat
90,41,39,21.24944308,50.68033,8.377888,21.24944,wheat
83,38,26,18.38929169,57.27321,5.967464,18.38929,wheat
73,41,78,19.48662693,57.58426,7.421756,19.48663,wheat
77,42,53,23.81480509,52.34584,8.015883,23.81481,wheat
78,45,70,15.9907902,59.1242,6.097686,15.99079,wheat
71,43,75,22.51205221,54.29714,8.308727,22.51205,wheat
71,42,46,21.82278193,53.5505,5.840215,21.82278,wheat
86,36,26,18.06775981,58.65543,6.696204,18.06776,wheat
72,35,69,20.39677275,52.35911,6.063193,20.39677,wheat
74,35,22,17.6466678,58.9086,7.951911,17.64667,wheat
78,36,70,24.50220328,52.95005,5.762923,24.5022,wheat
74,36,71,19.44743554,52.59208,7.506165,19.44744,wheat
78,45,44,23.90914387,59.76908,7.350433,23.90914,wheat
87,42,33,23.86202541,50.37043,6.521681,23.86203,wheat
79,40,25,24.51609408,58.19891,6.175988,24.51609,wheat
89,41,24,20.30630449,58.55993,7.65115,20.3063,wheat
83,35,56,19.1135472,57.61268,8.307336,19.11355,wheat
77,43,51,21.44140744,54.48217,6.113766,21.44141,wheat
82,36,27,17.82610151,58.65963,7.065137,17.8261,wheat
78,41,33,22.77002144,57.22043,8.128168,22.77002,wheat
76,40,64,23.35051598,57.46514,6.518346,23.35052,wheat
86,43,71,16.61181633,57.52754,7.058785,16.61182,wheat
76,43,62,15.05281944,56.155,7.916099,15.05282,wheat
81,44,59,17.86383731,54.66855,5.561908,17.86384,wheat
78,38,33,15.0815208,57.72069,6.002475,15.08152,wheat
71,35,60,24.749814,58.30469,8.340488,24.74981,wheat
79,37,74,19.2479643,50.30218,7.521919,19.24796,wheat
85,43,33,21.96974662,58.66981,8.377643,21.96975,wheat
83,45,46,24.80504637,50.53971,8.444096,24.80505,wheat
70,37,62,19.22169505,54.57315,6.705612,19.2217,wheat
75,42,55,24.68555954,56.40558,8.006946,24.68556,wheat
89,43,23,20.55292664,55.59417,7.394765,20.55293,wheat
87,45,32,24.28884275,54.19923,6.933115,24.28884,wheat
72,40,57,22.43629268,52.04758,8.206969,22.43629,wheat
71,37,20,20.79780807,56.85772,7.818879,20.79781,wheat
90,39,45,16.18490688,53.34262,7.106411,16.18491,wheat
87,45,43,21.31987938,56.37332,6.334373,21.31988,wheat
87,42,42,18.70646904,59.55061,6.387974,18.70647,wheat
89,36,75,20.17822303,53.62898,7.713317,20.17822,wheat
83,37,55,20.40894691,52.23691,7.377593,20.40895,wheat
87,42,32,24.31393153,52.00102,8.330268,24.31393,wheat
81,42,56,23.52575203,57.72424,6.514454,23.52575,wheat
88,35,55,15.16973002,51.82833,6.884061,15.16973,wheat
85,44,53,15.06858371,50.68088,5.612864,15.06858,wheat
85,36,32,19.24514831,57.34868,8.37826,19.24515,wheat
73,36,72,15.1947471,55.92401,7.405938,15.19475,wheat
86,37,25,18.25858308,50.40537,6.143116,18.25858,wheat
86,39,25,24.22759139,54.45975,5.504865,24.22759,wheat
90,42,63,20.17270201,55.51845,7.123176,20.1727,wheat
86,41,38,15.94956117,50.05453,6.83172,15.94956,wheat
85,39,55,16.87771752,54.18626,5.766553,16.87772,wheat
75,38,70,18.96383941,56.36341,6.944302,18.96384,wheat
85,38,55,21.22803773,53.13327,7.291708,21.22804,wheat
78,40,50,15.56311597,57.5706,5.750181,15.56312,wheat
87,36,55,16.34923677,59.60155,5.869953,16.34924,wheat
79,35,60,20.05559641,58.72673,6.290169,20.0556,wheat
80,37,38,23.86913155,50.05586,7.34158,23.86913,wheat
84,37,30,16.74405197,59.22296,7.108294,16.74405,wheat
87,40,34,22.28579657,51.89083,7.408022,22.2858,wheat
89,39,71,17.60791173,51.1426,7.754899,17.60791,wheat
88,35,24,24.53183585,51.64812,6.03098,24.53184,wheat
90,38,63,18.19950124,57.12616,7.061483,18.1995,wheat
90,36,77,23.27887189,56.3292,6.061793,23.27887,wheat
80,45,20,15.48366444,59.24,5.845288,15.48366,wheat
84,41,61,23.00089225,51.29093,6.444555,23.00089,wheat
85,35,32,22.48511922,50.21178,7.136326,22.48512,wheat
81,43,63,22.76482759,58.45251,8.015599,22.76483,wheat
76,44,51,19.80805043,56.08337,6.78949,19.80805,wheat
76,37,41,22.30545825,50.01413,6.509691,22.30546,wheat
70,39,25,19.89336827,53.74584,5.743896,19.89337,wheat
90,41,26,18.86179905,51.81506,8.36675,18.8618,wheat
77,41,28,17.89184329,57.50246,6.820355,17.89184,wheat
85,44,50,23.05067821,54.49816,6.791661,23.05068,wheat
77,39,46,18.7087211,53.22125,8.441724,18.70872,wheat
88,43,30,15.36364054,55.39258,6.809232,15.36364,wheat
87,41,72,20.43901624,51.25497,6.22413,20.43902,wheat
79,45,72,21.3899825,58.83199,6.447292,21.38998,wheat
73,41,24,22.65234277,57.44472,5.725583,22.65234,wheat
82,45,66,19.39336216,51.8404,7.763927,19.39336,wheat
88,38,53,17.93532128,56.33196,7.918574,17.93532,wheat
73,42,45,20.40577361,53.24129,5.903068,20.40577,wheat
86,37,26,17.07939025,58.44717,5.989968,17.07939,wheat
81,36,63,23.25095481,53.88191,6.244396,23.25095,wheat
78,39,48,23.05717919,57.2367,8.377748,23.05718,wheat
84,36,73,19.40674142,58.45572,6.220789,19.40674,wheat
71,36,24,17.77593722,56.56167,7.423095,17.77594,wheat
83,45,39,18.57070482,53.54504,7.179151,18.5707,wheat
75,42,20,15.58023819,52.44543,5.966405,15.58024,wheat
76,36,43,18.657466,56.18307,6.5958,18.65747,wheat
78,41,28,18.14562995,52.40362,5.896726,18.14563,wheat
73,35,41,20.66629495,59.11488,6.536851,20.66629,wheat
77,45,55,17.96415077,56.18167,8.267519,17.96415,wheat
85,39,45,24.58383593,57.36431,5.802742,24.58384,wheat
73,44,34,23.0436491,50.25226,7.303432,23.04365,wheat
89,39,44,24.02720957,50.72997,7.728126,24.02721,wheat
86,35,31,23.98151892,53.96665,8.128697,23.98152,wheat
84,44,50,17.24708086,52.34047,5.507902,17.24708,wheat
88,39,65,20.41728541,56.53116,6.224705,20.41729,wheat
82,39,32,23.05516967,50.37046,8.415951,23.05517,wheat
83,43,79,15.31303314,52.81491,7.480968,15.31303,wheat
83,44,44,20.71953545,53.36186,8.375577,20.71954,wheat
78,42,38,17.46556309,59.20069,6.848698,17.46556,wheat
88,41,43,19.18642686,54.67548,7.811732,19.18643,wheat
88,43,48,24.7755683,52.7965,6.793502,24.77557,wheat
74,44,21,19.34793877,54.23641,7.209466,19.34794,wheat
83,44,45,16.44302575,55.98787,5.954596,16.44303,wheat
71,35,66,24.3364824,50.64568,7.030291,24.33648,wheat
79,39,49,16.77863134,59.46028,6.519719,16.77863,wheat
83,37,41,18.1141334,58.85185,6.365121,18.11413,wheat
85,36,39,15.70285764,50.36061,6.485185,15.70286,wheat
73,40,60,24.76914358,58.86586,5.929574,24.76914,wheat
90,38,58,19.78189056,51.08557,5.9517,19.78189,wheat
85,40,57,21.21928138,55.91971,8.445199,21.21928,wheat
73,44,59,16.53472672,53.0286,7.173787,16.53473,wheat
71,36,69,23.85994924,53.53139,7.927725,23.85995,wheat
85,43,39,22.58671992,55.54707,7.183366,22.58672,wheat
78,45,36,16.70077062,52.64217,5.527866,16.70077,wheat
78,35,70,23.13865759,59.958,7.333516,23.13866,wheat
90,36,73,21.67383044,57.63419,5.612783,21.67383,wheat
72,35,39,23.4984597,51.40823,8.151694,23.49846,wheat
72,44,67,22.24545271,56.81217,8.312263,22.24545,wheat
74,43,78,17.37371691,54.80026,7.909258,17.37372,wheat
72,38,69,22.0155702,52.35377,5.642703,22.01557,wheat
80,36,65,19.18255493,51.92774,7.208416,19.18255,wheat
77,37,37,17.92075096,53.84056,7.339965,17.92075,wheat
78,45,71,21.25432579,53.46909,8.176949,21.25433,wheat
86,35,63,16.90700404,57.20806,6.012742,16.907,wheat
70,40,45,24.30227756,59.50407,7.674333,24.30228,wheat
85,43,77,18.76935332,51.67021,5.743706,18.76935,wheat
75,44,24,16.32727518,58.37342,8.313504,16.32728,wheat
80,42,37,23.84508526,51.09494,7.724757,23.84509,wheat
73,40,34,24.95207003,59.42687,6.184149,24.95207,wheat
76,44,29,23.25331697,58.45141,6.564818,23.25332,wheat
74,44,25,15.30904662,58.39578,6.891845,15.30905,wheat
73,40,39,20.99053437,55.36809,6.922437,20.99053,wheat
73,45,77,15.39793914,58.48912,7.910528,15.39794,wheat
81,38,80,16.14378164,50.57616,6.558736,16.14378,wheat
78,45,49,24.48914269,55.5568,5.9236,24.48914,wheat
77,44,61,24.057868,58.94649,6.346752,24.05787,wheat
85,37,65,18.1208205,53.01642,7.598875,18.12082,wheat
72,44,69,18.45418858,56.41006,7.71136,18.45419,wheat
74,45,47,17.77383995,51.98838,6.04174,17.77384,wheat
81,35,77,19.76679457,55.63041,6.339315,19.76679,wheat
73,38,79,24.9065759,54.02365,6.540795,24.90658,wheat
71,39,35,16.79018527,52.75335,7.873519,16.79019,wheat
82,45,40,18.45377913,56.72926,7.601967,18.45378,wheat
74,44,57,22.86460104,51.3653,7.41139,22.8646,wheat
81,35,37,20.76911291,52.25284,7.298097,20.76911,wheat
89,40,33,19.50168902,53.70505,6.469947,19.50169,wheat
77,36,25,20.91070644,50.83868,8.403805,20.91071,wheat
76,42,68,24.23354644,57.53034,7.289111,24.23355,wheat
88,38,52,24.79625396,59.43837,6.442229,24.79625,wheat
78,39,51,16.86334889,55.4732,7.870817,16.86335,wheat
76,36,50,23.2878451,57.14527,6.205097,23.28785,wheat
90,42,59,17.40336527,53.01488,6.383885,17.40337,wheat
72,43,22,19.0090739,58.63821,7.733947,19.00907,wheat
71,40,53,17.88038754,59.07287,8.445446,17.88039,wheat
76,44,49,21.18755162,53.17596,7.803318,21.18755,wheat
90,37,33,23.26416572,51.21918,7.341408,23.26417,wheat
79,40,66,17.80021337,51.60134,7.756364,17.80021,wheat
77,41,48,24.08816911,53.80474,8.238516,24.08817,wheat
80,41,73,17.62158338,53.77928,6.458088,17.62158,wheat
78,41,41,21.71225187,59.14055,7.057109,21.71225,wheat
87,41,64,18.15270796,51.5498,8.188743,18.15271,wheat
85,41,35,16.57384548,56.70733,6.986983,16.57385,wheat
77,39,28,20.55248419,57.36283,5.72689,20.55248,wheat
70,37,57,15.97062695,55.87304,7.046804,15.97063,wheat
84,44,37,24.37929727,51.82475,7.378347,24.3793,wheat
85,42,48,16.46926264,55.6021,6.073939,16.46926,wheat
81,45,23,20.74636676,59.85121,7.808796,20.74637,wheat
72,41,68,17.27311062,50.98358,8.224067,17.27311,wheat
79,44,73,17.76336333,55.90762,8.462868,17.76336,wheat
87,37,27,19.51010203,51.22318,8.030179,19.5101,wheat
84,44,73,17.43133805,59.4454,6.810787,17.43134,wheat
88,38,33,22.95716928,58.6977,8.350418,22.95717,wheat
87,43,55,22.0799501,58.47084,6.101262,22.07995,wheat
88,40,77,24.31450909,57.5366,6.97451,24.31451,wheat
84,36,47,15.62519213,55.54906,5.80834,15.62519,wheat
85,40,73,16.94325551,58.01463,6.833266,16.94326,wheat
76,40,44,18.02809205,51.56716,6.57156,18.02809,wheat
82,43,32,18.66090903,53.44273,8.232626,18.66091,wheat
83,37,65,17.68655832,57.19158,8.149566,17.68656,wheat
74,39,70,17.47969151,51.46015,6.457362,17.47969,wheat
79,44,70,23.83378901,56.44078,7.44577,23.83379,wheat
73,36,23,15.6433839,51.73403,6.749353,15.64338,wheat
76,40,41,15.64040473,52.20526,6.392252,15.6404,wheat
89,42,66,17.36969256,59.14506,6.533072,17.36969,wheat
78,41,33,18.98954941,52.46791,6.729651,18.98955,wheat
89,45,59,15.6286086,57.12441,8.018493,15.62861,wheat
84,41,63,24.61501873,55.51674,6.375577,24.61502,wheat
75,40,52,18.6470434,57.57019,7.541677,18.64704,wheat
86,37,37,21.50303198,56.90853,5.530105,21.50303,wheat
78,35,20,21.05505949,55.25529,7.328129,21.05506,wheat
90,37,47,22.09845317,56.99573,6.642219,22.09845,wheat
73,35,58,19.76477574,53.80528,6.398184,19.76478,wheat
84,45,74,19.05615368,56.13593,6.863433,19.05615,wheat
84,44,61,21.86346895,50.71295,7.231856,21.86347,wheat
77,42,74,15.08354756,52.85505,8.429933,15.08355,wheat
90,39,23,21.20793271,55.81976,7.716856,21.20793,wheat
72,38,36,18.71868795,53.08722,6.897186,18.71869,wheat
86,44,72,19.12204354,55.00154,7.657222,19.12204,wheat
81,45,34,22.79795743,56.41684,8.455431,22.79796,wheat
74,43,51,20.39514295,54.38483,7.663104,20.39514,wheat
84,35,55,19.85797868,50.09241,6.246923,19.85798,wheat
77,41,48,22.19981136,52.47683,7.231348,22.19981,wheat
79,35,20,19.30958679,51.02498,6.772843,19.30959,wheat
83,37,65,19.93254549,51.37785,7.320108,19.93255,wheat
82,43,27,23.23764897,59.79453,6.11939,23.23765,wheat
84,45,52,22.96288386,54.89716,8.455252,22.96288,wheat
72,43,28,16.66942304,56.76166,8.050683,16.66942,wheat
84,41,42,21.71530232,54.75405,7.608468,21.7153,wheat
78,35,32,19.49206461,55.06329,6.501125,19.49206,wheat
81,44,61,17.36206514,58.50709,6.371004,17.36207,wheat
83,37,31,16.24013114,51.19081,5.580046,16.24013,wheat
80,42,49,17.67229459,58.21956,6.424464,17.67229,wheat
74,44,45,23.31021705,58.02871,7.423288,23.31022,wheat
87,37,27,20.94093287,56.75123,7.604678,20.94093,wheat
80,36,73,19.02301306,52.96455,6.667883,19.02301,wheat
87,42,37,20.50382417,58.01907,7.301092,20.50382,wheat
88,38,61,23.44254394,56.85179,8.187884,23.44254,wheat
83,38,22,23.95625617,57.01098,6.477795,23.95626,wheat
79,42,37,16.75452155,56.34045,6.437091,16.75452,wheat
72,35,75,19.47157886,59.97795,6.022992,19.47158,wheat
87,39,46,20.83384696,57.69311,8.065255,20.83385,wheat
89,44,76,15.2759028,55.07758,6.058604,15.2759,wheat
70,44,63,22.53859724,59.43536,7.885594,22.5386,wheat
81,39,51,15.11253115,54.27584,8.491554,15.11253,wheat
71,45,68,22.33060678,54.23893,7.371199,22.33061,wheat
80,44,49,22.44350673,54.09119,6.1167,22.44351,wheat
86,36,75,16.09361563,56.74274,6.866277,16.09362,wheat
75,39,74,22.09164217,54.40831,7.162062,22.09164,wheat
88,37,51,20.65002058,56.69732,6.422101,20.65002,wheat
73,44,75,16.65711284,53.14131,7.330402,16.65711,wheat
71,41,45,22.06527645,51.20657,5.723147,22.06528,wheat
71,35,27,15.39465378,51.67809,6.912993,15.39465,wheat
82,40,80,16.25862582,51.30718,5.800962,16.25863,wheat
73,40,35,17.23526432,57.75317,7.027584,17.23526,wheat
79,35,26,22.80996535,52.39845,7.849787,22.80997,wheat
86,40,33,20.28324172,56.76694,5.778,20.28324,wheat
79,43,67,16.31188834,50.74558,5.696853,16.31189,wheat
73,45,59,18.47145872,50.08166,7.811104,18.47146,wheat
88,45,63,16.08579102,51.18529,8.300837,16.08579,wheat
77,43,79,20.35518859,51.99869,6.827997,20.35519,wheat
74,40,53,17.41917935,51.44011,7.387268,17.41918,wheat
84,41,57,19.46737475,54.77194,6.96925,19.46737,wheat
71,43,44,22.25368966,57.49672,7.24747,22.25369,wheat
73,41,51,23.31012298,55.9283,6.86976,23.31012,wheat
87,38,77,18.52018012,55.52775,8.268441,18.52018,wheat
72,39,23,15.03549834,57.10914,6.577238,15.0355,wheat
87,41,27,19.40924016,55.82767,7.157139,19.40924,wheat
80,38,36,19.48520761,53.82174,8.376216,19.48521,wheat
81,42,57,23.27855934,58.38336,7.032919,23.27856,wheat
83,40,43,22.35817215,58.18587,6.215108,22.35817,wheat
81,43,26,23.66731419,54.49941,8.388663,23.66731,wheat
84,38,21,21.05625208,59.74711,7.442675,21.05625,wheat
73,41,34,23.06534311,53.07464,6.31293,23.06534,wheat
84,42,66,19.18498081,58.34737,8.433933,19.18498,wheat
77,44,76,19.03349852,59.5293,6.341455,19.0335,wheat
74,43,28,19.13468374,51.30569,7.312121,19.13468,wheat
78,42,43,24.58695648,58.70125,7.003137,24.58696,wheat
80,44,43,18.66726335,58.9217,7.563414,18.66726,wheat
76,45,47,20.13162415,56.44411,7.431893,20.13162,wheat
74,45,27,20.05085603,58.4622,8.034065,20.05086,wheat
83,35,35,19.78706282,54.32366,5.610896,19.78706,wheat
74,44,51,20.09227751,50.08755,6.557531,20.09228,wheat
89,45,35,20.69192429,59.77974,8.322808,20.69192,wheat
83,42,79,21.29992642,52.2618,6.773333,21.29993,wheat
73,42,32,15.72409643,51.66132,5.633441,15.7241,wheat
90,37,52,22.11714522,55.25547,8.241008,22.11715,wheat
75,36,37,21.77677605,54.95413,7.900923,21.77678,wheat
87,39,50,22.78957669,55.19707,7.340058,22.78958,wheat
90,44,57,22.7571919,53.32516,7.180043,22.75719,wheat
77,44,62,15.54689013,52.92228,5.965936,15.54689,wheat
71,38,34,16.32233529,52.60678,8.15133,16.32234,wheat
70,37,69,16.80015716,53.72451,7.572119,16.80016,wheat
85,37,20,16.90509218,50.44609,5.963115,16.90509,wheat
83,37,54,19.99681287,52.23841,7.394709,19.99681,wheat
80,38,55,15.66521536,55.43652,6.197648,15.66522,wheat
72,41,56,22.63652341,51.74942,6.882563,22.63652,wheat
74,39,46,17.68172027,51.04654,8.343076,17.68172,wheat
82,40,63,21.87233496,59.69739,6.528157,21.87233,wheat
80,40,37,22.19601511,52.90767,8.108798,22.19602,wheat
78,39,56,18.9675584,57.50134,5.723381,18.96756,wheat
76,43,30,18.39392937,56.62839,7.22036,18.39393,wheat
78,36,36,19.86251794,52.91536,7.213938,19.86252,wheat
82,38,64,15.26485661,51.54467,7.385081,15.26486,wheat
80,44,71,23.89191881,59.81831,7.926163,23.89192,wheat
85,44,69,15.60652349,57.51845,5.765319,15.60652,wheat
76,39,53,20.67209743,54.78619,5.862973,20.6721,wheat
83,42,75,21.11510487,55.19622,5.750931,21.1151,wheat
70,35,58,17.3074023,56.2652,5.766468,17.3074,wheat
89,35,22,19.97914983,55.30813,7.509983,19.97915,wheat
90,38,24,19.28498104,52.95906,6.462189,19.28498,wheat
83,45,34,18.59224476,52.23849,5.641068,18.59224,wheat
79,39,40,20.03157295,59.93373,7.915296,20.03157,wheat
75,36,21,24.39565296,50.54923,8.246073,24.39565,wheat
87,38,57,19.35870369,53.37528,6.428549,19.3587,wheat
70,38,32,24.29722304,56.62861,6.492797,24.29722,wheat
74,40,78,19.80711739,56.22763,6.456887,19.80712,wheat
70,40,37,18.60264494,56.17996,6.566165,18.60264,wheat
87,35,72,24.79731421,55.74678,7.358612,24.79731,wheat
82,43,56,21.4414852,55.76451,6.452435,21.44149,wheat
75,40,67,15.18597961,51.10916,5.53609,15.18598,wheat
89,36,73,15.2277596,51.91483,6.371975,15.22776,wheat
71,42,46,19.6709676,54.30221,7.245607,19.67097,wheat
80,41,37,15.18321236,52.39853,7.480424,15.18321,wheat
70,35,23,17.27045375,58.6208,7.220086,17.27045,wheat
77,38,60,15.71957092,51.78617,8.113287,15.71957,wheat
72,41,71,22.29095586,57.81293,8.459547,22.29096,wheat
88,37,23,19.98695348,56.29388,7.552023,19.98695,wheat
90,43,30,16.0216151,58.89009,5.79418,16.02162,wheat
76,36,22,18.07656321,55.28061,7.290769,18.07656,wheat
90,40,29,15.37322719,52.88353,7.424272,15.37323,wheat
85,44,46,18.62362825,54.1061,6.867534,18.62363,wheat
86,41,71,18.84383499,53.09155,6.538463,18.84383,wheat
75,42,80,19.83540616,59.85613,6.941471,19.83541,wheat
72,45,28,19.76978093,52.98233,7.844559,19.76978,wheat
70,43,21,20.52262798,55.79265,7.489049,20.52263,wheat
88,39,22,22.59075073,54.23969,8.027459,22.59075,wheat
73,36,60,21.30578605,50.25309,7.154827,21.30579,wheat
80,43,67,24.37416989,50.44806,7.563794,24.37417,wheat
